Location,Crop Type,Season,Rainfall (mm),Temperature (°C),Soil pH,Nitrogen (kg/ha),Phosphorus (kg/ha),Potassium (kg/ha),Yield (tonnes/ha)
Himachal Pradesh,Maize,Kharif     ,1302.73,20.45,6.51,85.07,51.3,53.72,2.435
Himachal Pradesh,Potato,Kharif     ,1302.73,20.45,7.4,68.62,42.36,62.48,11.144
Himachal Pradesh,Potato,Rabi       ,1302.73,20.45,6.84,72.38,51.43,50.21,4.865
Himachal Pradesh,Rice,Kharif     ,1302.73,20.45,5.79,72.56,46.1,60.44,1.545454545
Himachal Pradesh,Sugarcane,Whole Year ,1302.73,20.45,6.07,75.91,49.76,52.61,10.67857143
Himachal Pradesh,Wheat,Rabi       ,1302.73,20.45,6.62,67.73,43.97,47.76,1.423333333
Madhya Pradesh,Maize,Kharif     ,1520.33,24.92,6.05,88.94,43.44,47.36,1.111428571
Madhya Pradesh,Potato,Whole Year ,1520.33,24.92,6.81,86.55,50.05,48.14,11.689375
Madhya Pradesh,Rice,Kharif     ,1520.33,24.92,6.87,75.0,53.93,51.69,1.400416667
Madhya Pradesh,Sugarcane,Whole Year ,1520.33,24.92,6.53,80.56,43.09,58.36,26.90304348
Madhya Pradesh,Wheat,Rabi       ,1520.33,24.92,7.09,79.56,46.92,52.44,2.5908
Maharashtra,Maize,Kharif     ,2598.42,26.51,5.58,75.45,45.34,59.83,2.101851852
Maharashtra,Maize,Rabi       ,2598.42,26.51,6.73,66.83,53.81,51.72,2.656666667
Maharashtra,Maize,Summer     ,2598.42,26.51,7.38,68.49,49.36,59.67,1.311666667
Maharashtra,Rice,Kharif     ,2598.42,26.51,6.47,76.73,48.18,51.83,1.319642857
Maharashtra,Rice,Summer     ,2598.42,26.51,5.96,69.21,47.38,60.61,2.427777778
Maharashtra,Sugarcane,Whole Year ,2598.42,26.51,6.78,75.03,45.7,51.79,76.54074074
Maharashtra,Wheat,Rabi       ,2598.42,26.51,6.63,70.32,55.73,50.48,1.646666667
Manipur,Maize,Kharif     ,1512.52,19.84,6.15,81.23,49.36,53.4,1.696666667
Manipur,Maize,Rabi       ,1512.52,19.84,5.96,77.32,46.08,54.0,2.156666667
Manipur,Potato,Whole Year ,1512.52,19.84,5.97,73.1,52.52,47.58,8.478888889
Manipur,Rice,Kharif     ,1512.52,19.84,7.29,75.68,44.57,50.59,2.34
Manipur,Sugarcane,Whole Year ,1512.52,19.84,6.94,72.44,42.51,51.98,57.67333333
Manipur,Wheat,Rabi       ,1512.52,19.84,5.59,86.27,54.65,57.23,2.473333333
Mizoram,Maize,Kharif     ,1855.02,22.61,7.21,75.51,45.05,60.66,1.32
Mizoram,Maize,Rabi       ,1855.02,22.61,7.16,75.44,44.07,54.07,1.326666667
Mizoram,Potato,Kharif     ,1855.02,22.61,6.41,79.72,49.2,60.19,5.87
Mizoram,Potato,Rabi       ,1855.02,22.61,7.2,71.84,48.56,56.16,5.865
Mizoram,Rice,Autumn     ,1855.02,22.61,7.2,75.0,44.12,56.37,1.04125
Mizoram,Rice,Kharif     ,1855.02,22.61,6.48,66.13,42.36,59.21,2.03125
Mizoram,Rice,Rabi       ,1855.02,22.61,6.57,65.02,44.48,55.76,2.3775
Mizoram,Sugarcane,Whole Year ,1855.02,22.61,7.01,68.28,46.38,51.02,5.845
Nagaland,Maize,Kharif     ,1416.22,17.62,7.05,73.23,40.14,48.28,1.954545455
Nagaland,Maize,Rabi       ,1416.22,17.62,5.99,87.63,41.32,50.58,1.956666667
Nagaland,Potato,Rabi       ,1416.22,17.62,6.64,68.74,44.09,46.93,9.018181818
Nagaland,Rice,Kharif     ,1416.22,17.62,6.38,70.04,43.07,56.19,2.049090909
Nagaland,Rice,Rabi       ,1416.22,17.62,6.25,78.65,42.08,58.78,2.34
Nagaland,Sugarcane,Kharif     ,1416.22,17.62,6.88,79.23,51.78,58.81,43.49818182
Nagaland,Wheat,Rabi       ,1416.22,17.62,6.02,73.77,42.48,53.79,1.711111111
Punjab,Maize,Kharif     ,1247.88,23.37,7.18,84.97,52.83,62.31,4.359090909
Punjab,Rice,Kharif     ,1247.88,23.37,6.41,70.99,45.54,48.88,3.7495
Punjab,Sugarcane,Whole Year ,1247.88,23.37,7.34,67.16,44.9,58.43,71.17333333
Punjab,Wheat,Rabi       ,1247.88,23.37,6.98,83.98,50.08,63.76,5.0675
Tripura,Maize,Kharif     ,1629.61,25.2,5.78,80.65,44.39,58.49,1.3375
Tripura,Rice,Kharif     ,1629.61,25.2,7.17,83.25,52.5,54.15,2.63
Tripura,Sugarcane,Whole Year ,1629.61,25.2,6.87,86.56,53.41,62.09,48.8375
Tripura,Wheat,Rabi       ,1629.61,25.2,6.88,77.81,43.45,61.59,1.9375
Uttar Pradesh,Maize,Kharif     ,1188.78,25.29,7.12,85.08,40.88,48.69,1.535352113
Uttar Pradesh,Maize,Rabi       ,1188.78,25.29,6.77,89.66,51.7,60.61,2.371153846
Uttar Pradesh,Maize,Summer     ,1188.78,25.29,7.15,71.21,43.63,55.26,1.666065574
Uttar Pradesh,Potato,Rabi       ,1188.78,25.29,6.81,85.92,49.77,54.57,21.50819444
Uttar Pradesh,Rice,Kharif     ,1188.78,25.29,6.63,65.36,51.63,61.85,2.294444444
Uttar Pradesh,Rice,Summer     ,1188.78,25.29,5.69,73.1,49.88,59.02,2.335909091
Uttar Pradesh,Sugarcane,Kharif     ,1188.78,25.29,6.89,76.31,50.25,53.79,55.13875
Uttar Pradesh,Wheat,Rabi       ,1188.78,25.29,6.77,69.87,52.15,55.0,3.253333333
Uttarakhand,Maize,Kharif     ,1594.41,17.27,7.34,72.22,45.73,60.38,1.37
Uttarakhand,Maize,Summer     ,1594.41,17.27,7.42,86.89,51.1,58.15,1.873333333
Uttarakhand,Potato,Kharif     ,1594.41,17.27,6.98,85.33,40.87,59.43,9.606363636
Uttarakhand,Potato,Rabi       ,1594.41,17.27,6.47,71.98,51.01,48.91,11.08923077
Uttarakhand,Rice,Kharif     ,1594.41,17.27,5.67,74.0,40.88,58.5,1.684615385
Uttarakhand,Rice,Summer     ,1594.41,17.27,5.99,84.62,45.25,54.93,3.31
Uttarakhand,Sugarcane,Whole Year ,1594.41,17.27,6.79,76.51,42.94,60.28,61.1
Uttarakhand,Wheat,Rabi       ,1594.41,17.27,6.57,85.03,53.68,57.7,1.873076923
Jharkhand,Maize,Autumn     ,1642.21,23.17,6.32,86.72,50.75,52.59,1.34625
Jharkhand,Potato,Rabi       ,1642.21,23.17,5.98,73.65,45.17,51.39,7.81625
Jharkhand,Potato,Winter     ,1642.21,23.17,6.42,81.98,54.03,57.54,7.600909091
Jharkhand,Rice,Autumn     ,1642.21,23.17,7.29,75.1,53.87,61.33,0.79173913
Jharkhand,Rice,Winter     ,1642.21,23.17,6.04,67.77,44.84,49.83,1.554166667
Jharkhand,Sugarcane,Whole Year ,1642.21,23.17,6.46,85.59,52.81,48.11,33.58888889
Jharkhand,Wheat,Rabi       ,1642.21,23.17,5.57,77.44,44.33,53.65,1.486666667
West Bengal,Maize,Autumn     ,1715.87,25.68,7.04,67.43,46.31,61.36,2.037272727
West Bengal,Maize,Rabi       ,1715.87,25.68,7.16,75.64,40.27,57.4,3.447272727
West Bengal,Maize,Summer     ,1715.87,25.68,7.17,68.99,41.3,49.62,2.755555556
West Bengal,Potato,Rabi       ,1715.87,25.68,7.32,68.25,52.44,48.41,26.11722222
West Bengal,Potato,Summer     ,1715.87,25.68,6.44,81.51,50.28,48.58,12.1
West Bengal,Rice,Autumn     ,1715.87,25.68,6.61,78.14,49.7,61.48,2.072222222
West Bengal,Rice,Summer     ,1715.87,25.68,5.9,77.78,41.75,60.54,3.035
West Bengal,Rice,Winter     ,1715.87,25.68,7.38,84.88,45.15,58.96,2.475555556
West Bengal,Sugarcane,Whole Year ,1715.87,25.68,6.15,83.29,40.9,55.59,107.9205882
West Bengal,Wheat,Rabi       ,1715.87,25.68,6.21,79.52,54.24,58.65,2.49
Bihar,Maize,Autumn     ,991.23,25.74,7.03,69.23,43.25,48.63,3.673513514
Bihar,Maize,Rabi       ,991.23,25.74,7.24,79.07,44.74,50.47,3.189714286
Bihar,Maize,Summer     ,991.23,25.74,5.61,83.4,51.89,48.56,5.096756757
Bihar,Rice,Autumn     ,991.23,25.74,6.74,78.35,53.58,56.92,1.743793103
Bihar,Rice,Summer     ,991.23,25.74,7.12,84.8,50.84,60.24,2.396086957
Bihar,Rice,Winter     ,991.23,25.74,6.36,69.28,49.57,49.19,2.567894737
Bihar,Sugarcane,Whole Year ,991.23,25.74,6.02,68.76,47.11,47.76,59.25057143
Bihar,Wheat,Rabi       ,991.23,25.74,6.21,73.32,41.66,53.54,2.749210526
Chhattisgarh,Maize,Kharif     ,1537.64,26.0,5.8,66.85,50.11,49.27,1.844814815
Chhattisgarh,Potato,Kharif     ,1537.64,26.0,5.6,65.93,43.19,53.92,6.890909091
Chhattisgarh,Potato,Rabi       ,1537.64,26.0,7.22,83.49,53.39,62.3,7.416521739
Chhattisgarh,Rice,Kharif     ,1537.64,26.0,6.02,66.8,46.39,60.56,1.91962963
Chhattisgarh,Sugarcane,Whole Year ,1537.64,26.0,6.82,74.59,42.11,55.95,3.100434783
Chhattisgarh,Wheat,Rabi       ,1537.64,26.0,6.0,82.21,53.56,58.32,1.6104
Gujarat,Maize,Kharif     ,545.72,27.41,6.55,84.23,42.87,49.77,1.673888889
Gujarat,Maize,Rabi       ,545.72,27.41,5.8,72.41,41.46,61.75,1.858
Gujarat,Maize,Summer     ,545.72,27.41,7.46,82.62,44.98,57.04,1.715
Gujarat,Potato,Whole Year ,545.72,27.41,6.48,76.25,50.7,55.49,22.71333333
Gujarat,Rice,Kharif     ,545.72,27.41,6.63,70.6,53.39,56.67,1.98
Gujarat,Rice,Summer     ,545.72,27.41,7.05,75.74,43.97,48.91,2.943
Gujarat,Sugarcane,Whole Year ,545.72,27.41,7.41,83.55,40.06,52.09,6.957272727
Gujarat,Wheat,Rabi       ,545.72,27.41,6.02,74.43,54.22,49.24,2.9216
Haryana,Maize,Kharif     ,851.78,24.1,6.95,69.8,53.0,52.87,1.236
Haryana,Potato,Whole Year ,851.78,24.1,6.62,74.22,40.52,50.2,22.85384615
Haryana,Rice,Kharif     ,851.78,24.1,5.54,80.05,47.49,57.46,3.041
Haryana,Sugarcane,Whole Year ,851.78,24.1,6.59,84.93,46.46,63.01,61.4215
Haryana,Wheat,Rabi       ,851.78,24.1,6.0,77.44,41.73,63.09,4.409047619
Himachal Pradesh,Maize,Kharif     ,878.81,21.07,7.28,79.54,42.78,49.36,2.4975
Himachal Pradesh,Potato,Kharif     ,878.81,21.07,7.42,86.04,43.94,52.29,10.782
Himachal Pradesh,Potato,Rabi       ,878.81,21.07,7.36,67.16,42.48,58.43,4.953
Himachal Pradesh,Rice,Kharif     ,878.81,21.07,6.29,74.2,46.75,61.13,1.577272727
Himachal Pradesh,Sugarcane,Whole Year ,878.81,21.07,6.56,83.63,41.6,58.09,16.37571429
Himachal Pradesh,Wheat,Rabi       ,878.81,21.07,5.87,80.0,43.04,57.47,1.894166667
Madhya Pradesh,Maize,Kharif     ,1151.49,24.91,5.97,84.98,40.61,51.11,2.280204082
Madhya Pradesh,Potato,Whole Year ,1151.49,24.91,7.14,69.61,50.12,60.32,13.99122449
Madhya Pradesh,Rice,Kharif     ,1151.49,24.91,6.68,82.83,50.3,62.36,1.631041667
Madhya Pradesh,Sugarcane,Whole Year ,1151.49,24.91,7.21,67.97,50.98,52.15,36.84958333
Madhya Pradesh,Wheat,Rabi       ,1151.49,24.91,6.26,88.16,42.19,54.54,2.8566
Maharashtra,Maize,Kharif     ,1824.51,26.44,6.96,76.44,53.81,57.68,1.825769231
Maharashtra,Maize,Rabi       ,1824.51,26.44,6.46,69.17,44.7,56.79,1.665
Maharashtra,Maize,Summer     ,1824.51,26.44,5.99,84.5,41.0,62.29,1.124444444
Maharashtra,Rice,Kharif     ,1824.51,26.44,5.71,78.73,51.55,52.69,1.316153846
Maharashtra,Rice,Summer     ,1824.51,26.44,7.43,70.58,48.54,62.25,2.38
Maharashtra,Sugarcane,Whole Year ,1824.51,26.44,5.85,69.79,45.12,54.29,73.4448
Maharashtra,Wheat,Rabi       ,1824.51,26.44,6.58,84.28,47.05,50.23,1.461034483
Manipur,Maize,Kharif     ,1379.58,20.18,6.13,88.59,51.85,49.14,1.998888889
Manipur,Maize,Rabi       ,1379.58,20.18,6.58,77.74,48.06,60.57,2.796666667
Manipur,Potato,Whole Year ,1379.58,20.18,6.21,70.64,54.32,62.55,8.478888889
Manipur,Rice,Kharif     ,1379.58,20.18,6.14,84.94,41.93,58.33,1.937777778
Manipur,Sugarcane,Whole Year ,1379.58,20.18,7.35,88.14,47.5,58.85,53.21444444
Manipur,Wheat,Rabi       ,1379.58,20.18,5.67,77.1,44.91,53.73,2.5
Mizoram,Maize,Kharif     ,1767.63,22.85,7.38,85.2,41.56,50.84,1.375
Mizoram,Maize,Rabi       ,1767.63,22.85,6.16,82.6,52.94,55.5,2.025
Mizoram,Potato,Kharif     ,1767.63,22.85,6.02,79.87,51.81,61.02,7.02
Mizoram,Potato,Rabi       ,1767.63,22.85,6.57,71.2,42.96,56.17,6.02
Mizoram,Rice,Autumn     ,1767.63,22.85,7.35,67.78,49.95,55.85,1.095
Mizoram,Rice,Kharif     ,1767.63,22.85,7.36,77.75,51.81,50.77,2.2925
Mizoram,Rice,Rabi       ,1767.63,22.85,6.48,82.85,49.05,62.17,2.3525
Mizoram,Sugarcane,Whole Year ,1767.63,22.85,7.47,86.26,41.23,61.39,6.69125
Nagaland,Maize,Kharif     ,1329.04,17.95,7.15,67.61,50.61,50.07,1.955454545
Nagaland,Maize,Rabi       ,1329.04,17.95,6.89,68.51,51.25,55.74,1.96
Nagaland,Potato,Rabi       ,1329.04,17.95,5.71,82.42,43.29,54.12,9.98
Nagaland,Rice,Kharif     ,1329.04,17.95,5.98,77.77,48.19,59.16,2.15
Nagaland,Rice,Rabi       ,1329.04,17.95,6.74,86.63,44.35,61.12,2.52
Nagaland,Sugarcane,Kharif     ,1329.04,17.95,6.64,66.9,47.98,52.7,43.52
Nagaland,Wheat,Rabi       ,1329.04,17.95,7.01,85.28,48.98,58.83,1.797777778
Punjab,Maize,Kharif     ,851.78,24.1,6.6,77.04,47.44,55.51,3.5125
Punjab,Rice,Kharif     ,851.78,24.1,7.12,75.64,48.7,52.68,3.923636364
Punjab,Sugarcane,Whole Year ,851.78,24.1,5.94,82.3,40.57,60.82,72.55625
Punjab,Wheat,Rabi       ,851.78,24.1,6.73,74.53,42.42,48.08,4.677272727
Tamil Nadu,Maize,Kharif     ,1004.69,27.97,6.99,88.07,46.45,60.85,3.498214286
Tamil Nadu,Rice,Kharif     ,1004.69,27.97,5.56,66.26,45.35,61.27,3.293225806
Tamil Nadu,Sugarcane,Whole Year ,1004.69,27.97,6.54,66.44,53.79,57.72,93.54354839
Tripura,Maize,Kharif     ,1717.8,25.04,6.02,88.32,45.01,53.45,1.3175
Tripura,Rice,Kharif     ,1717.8,25.04,6.99,76.24,51.57,51.5,2.78
Tripura,Sugarcane,Whole Year ,1717.8,25.04,7.2,85.35,47.63,49.26,51.42875
Tripura,Wheat,Rabi       ,1717.8,25.04,6.88,89.62,52.59,62.55,2.43625
Uttar Pradesh,Maize,Kharif     ,1108.06,25.28,5.75,88.5,53.49,57.1,1.696666667
Uttar Pradesh,Maize,Rabi       ,1108.06,25.28,5.76,85.27,49.85,51.75,3.108695652
Uttar Pradesh,Maize,Summer     ,1108.06,25.28,6.95,72.4,47.13,53.94,1.849677419
Uttar Pradesh,Potato,Rabi       ,1108.06,25.28,6.37,78.83,42.45,59.69,22.3752
Uttar Pradesh,Rice,Kharif     ,1108.06,25.28,7.27,66.31,46.79,53.9,2.4092
Uttar Pradesh,Rice,Summer     ,1108.06,25.28,6.6,79.32,50.26,57.11,2.434761905
Uttar Pradesh,Sugarcane,Kharif     ,1108.06,25.28,6.63,79.24,47.46,47.68,56.98173333
Uttar Pradesh,Wheat,Rabi       ,1108.06,25.28,6.01,79.77,53.76,51.48,3.2492
Uttarakhand,Maize,Kharif     ,1287.03,17.79,5.62,84.1,45.28,60.39,1.387692308
Uttarakhand,Maize,Summer     ,1287.03,17.79,6.71,66.93,46.65,52.94,1.453333333
Uttarakhand,Potato,Kharif     ,1287.03,17.79,5.65,65.52,53.87,54.45,8.705454545
Uttarakhand,Potato,Rabi       ,1287.03,17.79,6.81,65.75,54.18,61.03,11.07461538
Uttarakhand,Rice,Kharif     ,1287.03,17.79,6.17,80.51,46.44,59.07,1.750769231
Uttarakhand,Rice,Summer     ,1287.03,17.79,6.42,78.36,51.62,63.69,3.21
Uttarakhand,Sugarcane,Whole Year ,1287.03,17.79,6.75,79.77,47.19,63.41,61.14
Uttarakhand,Wheat,Rabi       ,1287.03,17.79,5.8,76.51,44.41,63.28,1.954615385
Jharkhand,Maize,Autumn     ,1362.87,23.11,6.64,89.27,53.13,54.13,1.367916667
Jharkhand,Potato,Rabi       ,1362.87,23.11,5.61,71.64,49.46,56.65,7.279583333
Jharkhand,Potato,Winter     ,1362.87,23.11,6.07,86.7,52.38,54.18,6.298695652
Jharkhand,Rice,Autumn     ,1362.87,23.11,6.81,72.22,44.46,50.79,0.761304348
Jharkhand,Rice,Winter     ,1362.87,23.11,5.71,71.02,51.95,62.18,1.338333333
Jharkhand,Sugarcane,Whole Year ,1362.87,23.11,6.14,84.47,42.31,62.27,46.728
Jharkhand,Wheat,Rabi       ,1362.87,23.11,5.53,76.88,44.26,47.6,1.663333333
West Bengal,Maize,Autumn     ,1211.46,25.62,7.16,82.74,41.4,47.32,2.358
West Bengal,Maize,Rabi       ,1211.46,25.62,5.71,85.69,46.27,50.24,3.544166667
West Bengal,Maize,Summer     ,1211.46,25.62,5.95,77.89,53.73,48.4,2.873888889
West Bengal,Potato,Rabi       ,1211.46,25.62,7.03,74.14,54.5,58.76,28.56444444
West Bengal,Potato,Summer     ,1211.46,25.62,6.07,80.45,46.83,56.05,12.0
West Bengal,Rice,Autumn     ,1211.46,25.62,6.58,81.84,53.98,63.02,2.259444444
West Bengal,Rice,Summer     ,1211.46,25.62,6.94,87.36,47.08,56.24,3.206111111
West Bengal,Rice,Winter     ,1211.46,25.62,6.36,74.88,53.18,57.1,2.53
West Bengal,Sugarcane,Whole Year ,1211.46,25.62,6.75,82.75,43.14,58.97,99.781875
West Bengal,Wheat,Rabi       ,1211.46,25.62,6.96,68.48,55.65,49.69,2.555
Bihar,Maize,Autumn     ,941.26,25.46,7.26,72.73,54.01,58.33,2.933783784
Bihar,Maize,Rabi       ,941.26,25.46,6.43,68.15,50.28,56.91,4.180294118
Bihar,Maize,Summer     ,941.26,25.46,6.23,87.02,51.73,54.45,4.573243243
Bihar,Rice,Autumn     ,941.26,25.46,5.88,82.47,42.18,61.63,1.413
Bihar,Rice,Summer     ,941.26,25.46,5.59,81.61,45.7,47.71,2.233157895
Bihar,Rice,Winter     ,941.26,25.46,6.57,85.11,51.55,55.05,2.066842105
Bihar,Sugarcane,Whole Year ,941.26,25.46,7.15,85.4,40.76,53.72,51.20944444
Bihar,Wheat,Rabi       ,941.26,25.46,6.78,72.98,46.58,51.01,2.835
Chhattisgarh,Maize,Kharif     ,1643.6,25.85,5.77,77.81,44.43,51.37,1.981481481
Chhattisgarh,Maize,Rabi       ,1643.6,25.85,6.75,88.87,41.05,51.03,3.55
Chhattisgarh,Maize,Summer     ,1643.6,25.85,7.05,77.61,51.68,56.45,1.83
Chhattisgarh,Potato,Kharif     ,1643.6,25.85,5.75,84.15,42.36,56.79,5.703846154
Chhattisgarh,Potato,Rabi       ,1643.6,25.85,5.65,85.75,51.25,54.51,5.766190476
Chhattisgarh,Rice,Kharif     ,1643.6,25.85,5.57,77.48,54.21,53.64,1.75037037
Chhattisgarh,Sugarcane,Kharif     ,1643.6,25.85,6.21,66.49,53.14,63.13,48.28
Chhattisgarh,Sugarcane,Whole Year ,1643.6,25.85,7.21,83.63,45.91,54.45,2.935652174
Chhattisgarh,Wheat,Rabi       ,1643.6,25.85,7.05,75.61,53.79,56.62,1.5332
Gujarat,Maize,Kharif     ,998.76,26.68,6.62,84.3,41.39,53.96,1.345
Gujarat,Maize,Rabi       ,998.76,26.68,6.86,71.05,50.17,57.25,2.120714286
Gujarat,Maize,Summer     ,998.76,26.68,7.07,67.28,48.03,47.61,1.894
Gujarat,Potato,Whole Year ,998.76,26.68,6.26,76.47,50.7,51.45,26.01307692
Gujarat,Rice,Kharif     ,998.76,26.68,7.4,72.66,50.6,58.49,1.939411765
Gujarat,Rice,Summer     ,998.76,26.68,6.16,75.16,49.13,61.57,3.133636364
Gujarat,Sugarcane,Whole Year ,998.76,26.68,7.13,87.59,44.05,57.72,60.88571429
Gujarat,Wheat,Rabi       ,998.76,26.68,5.61,81.96,45.37,57.05,3.072
Haryana,Maize,Kharif     ,1403.69,23.55,6.68,82.52,41.35,62.87,3.2
Haryana,Potato,Whole Year ,1403.69,23.55,6.37,85.59,43.19,48.71,23.14047619
Haryana,Rice,Kharif     ,1403.69,23.55,7.4,83.3,48.57,62.78,3.112
Haryana,Sugarcane,Whole Year ,1403.69,23.55,5.93,71.76,53.79,54.82,74.98714286
Haryana,Wheat,Rabi       ,1403.69,23.55,6.5,90.56,51.03,59.13,4.623809524
Himachal Pradesh,Maize,Kharif     ,1480.17,20.83,6.96,67.85,50.95,51.47,2.336666667
Himachal Pradesh,Potato,Kharif     ,1480.17,20.83,6.55,82.92,48.03,57.0,10.642
Himachal Pradesh,Potato,Rabi       ,1480.17,20.83,5.93,79.03,44.41,49.35,4.882
Himachal Pradesh,Rice,Kharif     ,1480.17,20.83,6.75,70.55,51.07,53.71,1.565454545
Himachal Pradesh,Sugarcane,Whole Year ,1480.17,20.83,6.5,88.8,52.39,54.03,3.07
Himachal Pradesh,Wheat,Rabi       ,1480.17,20.83,5.97,74.11,42.12,57.75,0.786666667
Madhya Pradesh,Maize,Kharif     ,1627.55,24.61,7.03,69.8,52.22,55.47,1.5412
Madhya Pradesh,Potato,Whole Year ,1627.55,24.61,7.37,86.07,48.11,52.15,13.117
Madhya Pradesh,Rice,Kharif     ,1627.55,24.61,5.86,79.32,50.61,51.24,1.410204082
Madhya Pradesh,Sugarcane,Whole Year ,1627.55,24.61,6.63,66.82,43.37,63.39,39.73108696
Madhya Pradesh,Wheat,Rabi       ,1627.55,24.61,6.76,69.78,52.62,60.37,2.538431373
Maharashtra,Maize,Kharif     ,2470.43,26.41,6.55,71.99,50.11,48.53,2.6244
Maharashtra,Maize,Rabi       ,2470.43,26.41,7.45,77.39,48.81,50.52,2.4765
Maharashtra,Maize,Summer     ,2470.43,26.41,6.38,88.22,53.89,50.14,1.265833333
Maharashtra,Rice,Kharif     ,2470.43,26.41,6.34,72.22,53.89,62.35,1.436
Maharashtra,Rice,Summer     ,2470.43,26.41,7.21,84.43,53.39,50.52,2.423333333
Maharashtra,Sugarcane,Whole Year ,2470.43,26.41,6.1,67.7,46.0,56.27,79.05115385
Maharashtra,Wheat,Rabi       ,2470.43,26.41,6.1,82.67,54.12,58.57,1.462413793
Manipur,Maize,Kharif     ,1661.09,20.42,6.67,81.95,40.11,61.5,2.186666667
Manipur,Maize,Rabi       ,1661.09,20.42,7.29,81.64,49.0,55.84,2.408888889
Manipur,Potato,Whole Year ,1661.09,20.42,6.54,72.26,40.88,50.47,8.48
Manipur,Rice,Kharif     ,1661.09,20.42,6.71,76.09,45.83,60.71,2.354444444
Manipur,Sugarcane,Whole Year ,1661.09,20.42,6.54,76.93,46.83,54.57,57.03888889
Manipur,Wheat,Rabi       ,1661.09,20.42,7.06,70.74,52.18,60.07,2.495
Mizoram,Maize,Kharif     ,1923.24,23.06,6.54,88.77,51.0,55.11,1.65625
Mizoram,Maize,Rabi       ,1923.24,23.06,6.96,84.24,50.33,61.12,1.4325
Mizoram,Potato,Kharif     ,1923.24,23.06,5.59,69.16,41.66,47.54,7.01
Mizoram,Rice,Autumn     ,1923.24,23.06,6.75,76.9,43.78,50.37,1.10625
Mizoram,Rice,Kharif     ,1923.24,23.06,6.8,71.72,52.44,49.79,2.1475
Mizoram,Rice,Rabi       ,1923.24,23.06,7.16,80.73,45.22,51.96,1.666666667
Mizoram,Sugarcane,Whole Year ,1923.24,23.06,6.65,82.38,42.09,50.1,6.84375
Nagaland,Maize,Kharif     ,1494.03,18.39,6.77,75.18,49.2,60.1,1.97
Nagaland,Maize,Rabi       ,1494.03,18.39,5.65,74.22,45.37,48.7,1.971666667
Nagaland,Potato,Rabi       ,1494.03,18.39,7.3,82.79,47.49,53.1,10.01090909
Nagaland,Rice,Kharif     ,1494.03,18.39,5.61,79.36,42.44,56.86,2.203636364
Nagaland,Rice,Rabi       ,1494.03,18.39,5.54,64.78,54.51,51.34,2.633333333
Nagaland,Wheat,Rabi       ,1494.03,18.39,7.15,81.87,55.39,48.55,1.824444444
Punjab,Maize,Kharif     ,1403.69,23.55,6.39,80.19,43.13,54.28,4.231428571
Punjab,Rice,Kharif     ,1403.69,23.55,6.44,85.9,43.79,62.57,3.834090909
Punjab,Sugarcane,Whole Year ,1403.69,23.55,7.15,80.77,42.81,51.73,77.713125
Punjab,Wheat,Rabi       ,1403.69,23.55,6.49,89.72,53.74,49.2,4.936818182
Telangana,Maize,Kharif     ,1008.16,25.5,5.83,80.42,51.84,52.35,4.022222222
Telangana,Maize,Rabi       ,1008.16,25.5,6.57,81.91,41.75,47.13,5.292222222
Telangana,Potato,Whole Year ,1008.16,25.5,5.89,68.24,43.62,55.81,14.71
Telangana,Rice,Kharif     ,1008.16,25.5,5.59,64.77,48.96,49.38,3.115555556
Telangana,Rice,Rabi       ,1008.16,25.5,6.26,67.82,54.7,54.68,3.203333333
Telangana,Sugarcane,Kharif     ,1008.16,25.5,6.06,81.09,51.57,49.53,83.91888889
Telangana,Wheat,Rabi       ,1008.16,25.5,5.54,81.88,48.1,56.85,0.74
Tripura,Maize,Kharif     ,1833.61,25.28,6.77,85.37,46.6,54.14,1.29375
Tripura,Rice,Kharif     ,1833.61,25.28,6.99,68.94,45.11,53.24,2.775
Tripura,Sugarcane,Whole Year ,1833.61,25.28,5.69,73.04,50.51,60.54,52.1675
Tripura,Wheat,Rabi       ,1833.61,25.28,7.1,83.63,47.84,63.05,1.93375
Uttar Pradesh,Maize,Kharif     ,1238.3,25.01,6.65,70.36,44.58,47.88,1.702
Uttar Pradesh,Maize,Rabi       ,1238.3,25.01,6.25,85.93,40.71,62.9,3.5572
Uttar Pradesh,Maize,Summer     ,1238.3,25.01,7.1,75.49,51.09,47.93,1.840877193
Uttar Pradesh,Potato,Rabi       ,1238.3,25.01,6.21,83.11,42.76,48.54,19.44533333
Uttar Pradesh,Rice,Kharif     ,1238.3,25.01,5.55,84.79,51.25,60.61,2.396133333
Uttar Pradesh,Rice,Summer     ,1238.3,25.01,5.55,68.16,54.81,59.43,2.479047619
Uttar Pradesh,Sugarcane,Kharif     ,1238.3,25.01,6.75,68.34,45.91,60.38,59.1904
Uttar Pradesh,Wheat,Rabi       ,1238.3,25.01,6.19,88.18,44.34,50.28,3.2156
Uttarakhand,Maize,Kharif     ,1933.36,17.72,6.91,89.38,50.53,57.19,1.412307692
Uttarakhand,Maize,Summer     ,1933.36,17.72,5.76,87.23,52.49,61.11,2.4325
Uttarakhand,Potato,Kharif     ,1933.36,17.72,7.4,70.79,41.87,61.1,9.480909091
Uttarakhand,Potato,Rabi       ,1933.36,17.72,6.36,83.0,53.5,51.75,10.64153846
Uttarakhand,Rice,Kharif     ,1933.36,17.72,6.66,84.3,50.3,59.05,1.736153846
Uttarakhand,Rice,Summer     ,1933.36,17.72,6.43,70.47,48.92,52.31,3.353333333
